Station Number,Station Name,Station Description,Parameter Description,Units of Measure,Result Count,Year,Result Average,Result Min,Result Max,Waterway,x,y
54,Joe Orr Road,Thorn Creek at Joe Orr Road,"Phosphorous, total",mg/L,3,2003,1.65,0.51,3.76,Thorn Creek,-9754419.852949658,5089457.720876058
74,Lake Shore Drive,Chicago River at Lake Shore Drive,"Phosphorous, total",mg/L,12,2003,0.19,0.01,1.37,Chicago River,-9753112.184339533,5144283.186382862
64,Lake Street,West Branch Du Page River at Lake Street,"Phosphorous, total",mg/L,12,2003,2.34,0.34,4.09,West Branch Du Page River,-9810939.89297938,5157781.364521299
32,Lake-Cook Road,Skokie River at Lake-Cook Road,"Phosphorous, total",mg/L,9,2003,0.33,&lt RL,1.26,Skokie River,-9773171.65434657,5183881.030230567
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,"Phosphorous, total",mg/L,9,2003,0.11,0.06,0.18,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,"Phosphorous, total",mg/L,8,2003,0.16,&lt RL,0.34,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,"Phosphorous, total",mg/L,12,2003,1.33,0.31,2.61,Des Plaines River,-9786103.272410415,5183885.200209065
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Phosphorous, total",mg/L,52,2003,1.14,0.32,2.34,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
108,Loomis Street,South Branch Chicago River at Loomis Street,"Phosphorous, total",mg/L,12,2003,0.78,0.03,1.66,South Branch Chicago River,-9758326.630046986,5137947.951214144
39,Madison Street,South Branch Chicago River at Madison Street,"Phosphorous, total",mg/L,13,2003,0.96,0.23,1.73,South Branch Chicago River,-9755836.894673718,5143332.001117509
91,Material Service Road,Des Plaines River at Material Service Road,"Phosphorous, total",mg/L,11,2003,1.05,0.33,1.84,Des Plaines River,-9803757.593335949,5100729.017568359
102,Oakton Street,North Shore Channel at Oakton Street,"Phosphorous, total",mg/L,10,2003,0.55,0.01,2.02,North Shore Channel,-9763838.713194087,5164984.791142569
17,Oakton Street,Des Plaines River at Oakton Street,"Phosphorous, total",mg/L,10,2003,0.96,0.29,2.31,Des Plaines River,-9782189.77125312,5164756.208222484
22,Ogden Avenue,Des Plaines River at Ogden Avenue,"Phosphorous, total",mg/L,5,2003,1.27,0.4,2.21,Des Plaines River,-9775033.160497827,5134155.08934849
20,Roosevelt Road,Des Plaines River at Roosevelt Road,"Phosphorous, total",mg/L,7,2003,0.89,0.36,1.38,Des Plaines River,-9776892.815460142,5140724.864266957
90,Route 19,Poplar Creek at Route 19,"Phosphorous, total",mg/L,10,2003,0.11,0.01,0.22,Poplar Creek,-9823047.74711789,5165577.94301833
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,"Phosphorous, total",mg/L,12,2003,0.84,0.35,1.73,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,"Phosphorous, total",mg/L,11,2003,1.69,0.27,4.98,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,"Phosphorous, total",mg/L,12,2003,1.08,0.54,2.3,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
29,Stephen Street,Des Plaines River at Stephen Street,"Phosphorous, total",mg/L,11,2003,1.08,0.3,1.98,Des Plaines River,-9796385.089554068,5113414.579669373
36,Touhy Avenue,North Shore Channel at Touhy Avenue,"Phosphorous, total",mg/L,12,2003,1.38,0.37,2.01,North Shore Channel,-9763880.193364626,5162772.158302309
89,Walnut Street,West Branch Du Page River at Walnut Street,"Phosphorous, total",mg/L,11,2003,2.44,0.6,4.14,West Branch Du Page River,-9811290.549648687,5160344.011074602
100,Wells Street,Chicago River at Wells Street,"Phosphorous, total",mg/L,12,2003,0.64,0.06,1.63,Chicago River,-9755339.676982595,5144145.544547021
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,"Phosphorous, total",mg/L,10,2003,0.56,0.26,0.81,Little Calumet River,-9743762.861862704,5099049.677060608
78,Wille Road,Higgins Creek at Wille Road,"Phosphorous, total",mg/L,12,2003,0.48,0.12,1.38,Higgins Creek,-9789066.534741784,5163778.873133089
23,Willow Springs Road,Des Plaines River at Willow Springs Road,"Phosphorous, total",mg/L,10,2003,0.92,0.3,1.78,Des Plaines River,-9782918.22214516,5121485.94585754
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,"Phosphorous, total",mg/L,12,2003,1.14,0.47,1.71,North Branch Chicago River,-9762427.895694703,5155720.021993471
24,Wolf Road,Salt Creek at Wolf Road,"Phosphorous, total",mg/L,12,2003,1.58,0.44,3.27,Salt Creek,-9785016.345950183,5134927.534095098
55,130th Street,Calumet River at 130th Street,"Phosphorous, total",mg/L,11,2002,0.05,&lt RL,0.12,Calumet River,-9748530.69045206,5110104.230203494
97,170th Street,Thorn Creek at 170th Street,"Phosphorous, total",mg/L,12,2002,2.61,0.61,5.12,Thorn Creek,-9748874.28283881,5099238.777878965
96,Albany Avenue,North Branch Chicago River at Albany Avenue,"Phosphorous, total",mg/L,12,2002,1.04,0.29,2,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,"Phosphorous, total",mg/L,12,2002,0.72,0.29,1.36,Bubbly Creek,-9758696.948071491,5136817.240627698
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,"Phosphorous, total",mg/L,10,2002,1.99,0.28,3.5,Salt Creek,-9796254.99295483,5162818.28541295
57,Ashland Avenue,Little Calumet River at Ashland Avenue,"Phosphorous, total",mg/L,11,2002,1.49,0.77,3.17,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,"Phosphorous, total",mg/L,11,2002,2.1,0.75,3.61,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
19,Belmont Avenue,Des Plaines River at Belmont Avenue,"Phosphorous, total",mg/L,12,2002,0.88,0.39,1.52,Des Plaines River,-9779371.53102385,5151588.097147647
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,"Phosphorous, total",mg/L,6,2002,1.94,0.8,2.9,Salt Creek,-9778479.118246686,5134478.740255858
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,"Phosphorous, total",mg/L,11,2002,0.04,&lt RL,0.12,Wolf Lake Drain,-9744778.986089032,5110875.941051556
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,"Phosphorous, total",mg/L,10,2002,0.6,0.27,0.95,Grand Calumet River,-9744810.951107476,5105915.20396417
35,Central Street,North Shore Channel at Central Street,"Phosphorous, total",mg/L,9,2002,0.11,&lt RL,0.26,North Shore Channel,-9761286.946422856,5170628.6171330195
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,"Phosphorous, total",mg/L,11,2002,2.21,0.74,3.84,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,"Phosphorous, total",mg/L,12,2002,0.72,0.39,1.39,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
34,Dempster Street,North Branch Chicago River at Dempster Street,"Phosphorous, total",mg/L,12,2002,1.15,0.2,2.57,North Branch Chicago River,-9772519.197048591,5167261.607014383
18,Devon Avenue,Salt Creek at Devon Avenue,"Phosphorous, total",mg/L,10,2002,1.96,0.37,4.09,Salt Creek,-9795587.075606022,5159923.790866642
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,"Phosphorous, total",mg/L,12,2002,0.9,0.31,1.75,North Branch Chicago River,-9760793.273420712,5150867.342273781
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,"Phosphorous, total",mg/L,6,2002,0.96,0.1,3.47,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
77,Elmhurst Road,Higgins Creek at Elmhurst Road,"Phosphorous, total",mg/L,6,2002,0.12,0.06,0.19,Higgins Creek,-9789503.463971145,5164194.269628853
49,Ewing Avenue,Calumet River at Ewing Avenue,"Phosphorous, total",mg/L,11,2002,0.06,&lt RL,0.11,Calumet River,-9745075.86152176,5120263.120285954
101,Foster Avenue,North Shore Channel at Foster Avenue,"Phosphorous, total",mg/L,12,2002,1.15,0.5,1.74,North Shore Channel,-9763248.504184216,5157380.484896455
105,Frontage Road,Skokie River at Frontage Road,"Phosphorous, total",mg/L,12,2002,1.48,0.22,2.99,Skokie River,-9769467.187323028,5174142.560835846
104,Glenview Road,North Branch Chicago River at Glenview Road,"Phosphorous, total",mg/L,9,2002,1.25,0.21,2.83,North Branch Chicago River,-9770990.71844705,5171319.185344051
103,Golf Road,West Fork North Branch Chicago River at Golf Road,"Phosphorous, total",mg/L,11,2002,0.75,0.2,1.69,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
46,Grand Avenue,North Branch Chicago River at Grand Avenue,"Phosphorous, total",mg/L,12,2002,0.96,0.28,1.56,North Branch Chicago River,-9756156.248665709,5144758.297382973
76,Halsted Street,Little Calumet River at Halsted Street,"Phosphorous, total",mg/L,11,2002,2.09,0.83,3.67,Little Calumet River,-9756147.689317683,5109826.122291395
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,"Phosphorous, total",mg/L,12,2002,0.98,0.34,1.66,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
79,Higgins Road,Salt Creek at Higgins Road,"Phosphorous, total",mg/L,8,2002,0.11,0.04,0.18,Salt Creek,-9797375.60963822,5165675.359292448
56,Indiana Avenue,Little Calumet River at Indiana Avenue,"Phosphorous, total",mg/L,11,2002,0.54,0.02,1.59,Little Calumet River,-9753472.181457821,5108772.571885121
54,Joe Orr Road,Thorn Creek at Joe Orr Road,"Phosphorous, total",mg/L,6,2002,6.21,3.76,11.19,Thorn Creek,-9754419.852949658,5089457.720876058
74,Lake Shore Drive,Chicago River at Lake Shore Drive,"Phosphorous, total",mg/L,12,2002,0.19,&lt RL,0.61,Chicago River,-9753112.184339533,5144283.186382862
64,Lake Street,West Branch Du Page River at Lake Street,"Phosphorous, total",mg/L,12,2002,2.25,1.43,3.42,West Branch Du Page River,-9810939.89297938,5157781.364521299
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,"Phosphorous, total",mg/L,11,2002,0.18,0.03,0.42,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2002,0.19,0.09,0.66,Skokie River,-9773171.65434657,5183881.030230567
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,"Phosphorous, total",mg/L,12,2002,1.27,0.39,2.6,Des Plaines River,-9786103.272410415,5183885.200209065
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,"Phosphorous, total",mg/L,7,2002,0.12,0.04,0.25,Buffalo Creek,-9792683.493154097,5183751.728609537
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Phosphorous, total",mg/L,53,2002,1.21,0.48,2.12,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
108,Loomis Street,South Branch Chicago River at Loomis Street,"Phosphorous, total",mg/L,12,2002,0.73,0.34,1.3,South Branch Chicago River,-9758326.630046986,5137947.951214144
39,Madison Street,South Branch Chicago River at Madison Street,"Phosphorous, total",mg/L,12,2002,0.76,0.18,1.5,South Branch Chicago River,-9755836.894673718,5143332.001117509
91,Material Service Road,Des Plaines River at Material Service Road,"Phosphorous, total",mg/L,12,2002,0.97,0.43,1.71,Des Plaines River,-9803757.593335949,5100729.017568359
102,Oakton Street,North Shore Channel at Oakton Street,"Phosphorous, total",mg/L,11,2002,0.65,0.01,1.36,North Shore Channel,-9763838.713194087,5164984.791142569
17,Oakton Street,Des Plaines River at Oakton Street,"Phosphorous, total",mg/L,11,2002,1.03,0.36,1.89,Des Plaines River,-9782189.77125312,5164756.208222484
22,Ogden Avenue,Des Plaines River at Ogden Avenue,"Phosphorous, total",mg/L,12,2002,1.09,0.56,1.87,Des Plaines River,-9775033.160497827,5134155.08934849
20,Roosevelt Road,Des Plaines River at Roosevelt Road,"Phosphorous, total",mg/L,12,2002,0.87,0.44,1.44,Des Plaines River,-9776892.815460142,5140724.864266957
90,Route 19,Poplar Creek at Route 19,"Phosphorous, total",mg/L,9,2002,0.06,0.03,0.17,Poplar Creek,-9823047.74711789,5165577.94301833
43,Route 83,Calumet-Sag Channel at Route 83,"Phosphorous, total",mg/L,11,2002,1.93,1.12,3.52,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,"Phosphorous, total",mg/L,12,2002,0.92,0.43,2.22,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
29,Stephen Street,Des Plaines River at Stephen Street,"Phosphorous, total",mg/L,12,2002,1,0.51,1.7,Des Plaines River,-9796385.089554068,5113414.579669373
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,"Phosphorous, total",mg/L,12,2002,1.18,0.59,2.02,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
36,Touhy Avenue,North Shore Channel at Touhy Avenue,"Phosphorous, total",mg/L,12,2002,1.06,0.45,1.99,North Shore Channel,-9763880.193364626,5162772.158302309
89,Walnut Street,West Branch Du Page River at Walnut Street,"Phosphorous, total",mg/L,12,2002,2.6,1.71,3.33,West Branch Du Page River,-9811290.549648687,5160344.011074602
100,Wells Street,Chicago River at Wells Street,"Phosphorous, total",mg/L,12,2002,0.44,0.01,1.34,Chicago River,-9755339.676982595,5144145.544547021
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,"Phosphorous, total",mg/L,10,2002,0.57,0.29,1.07,Little Calumet River,-9743762.861862704,5099049.677060608
78,Wille Road,Higgins Creek at Wille Road,"Phosphorous, total",mg/L,12,2002,0.86,0.3,1.76,Higgins Creek,-9789066.534741784,5163778.873133089
23,Willow Springs Road,Des Plaines River at Willow Springs Road,"Phosphorous, total",mg/L,10,2002,1.06,0.48,1.86,Des Plaines River,-9782918.22214516,5121485.94585754
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,"Phosphorous, total",mg/L,12,2002,1.04,0.37,1.66,North Branch Chicago River,-9762427.895694703,5155720.021993471
24,Wolf Road,Salt Creek at Wolf Road,"Phosphorous, total",mg/L,12,2002,1.77,0.89,2.95,Salt Creek,-9785016.345950183,5134927.534095098
55,130th Street,Calumet River at 130th Street,"Phosphorous, total",mg/L,10,2001,0.13,0.03,0.62,Calumet River,-9748530.69045206,5110104.230203494
97,170th Street,Thorn Creek at 170th Street,"Phosphorous, total",mg/L,10,2001,2.3,1.14,3.63,Thorn Creek,-9748874.28283881,5099238.777878965
96,Albany Avenue,North Branch Chicago River at Albany Avenue,"Phosphorous, total",mg/L,10,2001,0.64,0.35,0.88,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,"Phosphorous, total",mg/L,10,2001,0.61,0.21,1.24,Bubbly Creek,-9758696.948071491,5136817.240627698
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,"Phosphorous, total",mg/L,10,2001,1.81,0.69,3.62,Salt Creek,-9796254.99295483,5162818.28541295
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,"Phosphorous, total",mg/L,10,2001,1.33,0.79,2.47,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
57,Ashland Avenue,Little Calumet River at Ashland Avenue,"Phosphorous, total",mg/L,9,2001,1.6,0.84,2.98,Little Calumet River,-9758345.734333793,5108959.791525536
19,Belmont Avenue,Des Plaines River at Belmont Avenue,"Phosphorous, total",mg/L,10,2001,0.61,0.28,1.3,Des Plaines River,-9779371.53102385,5151588.097147647
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,"Phosphorous, total",mg/L,9,2001,0.06,0.01,0.1,Wolf Lake Drain,-9744778.986089032,5110875.941051556
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,"Phosphorous, total",mg/L,9,2001,0.71,0.26,1.13,Grand Calumet River,-9744810.951107476,5105915.20396417
35,Central Street,North Shore Channel at Central Street,"Phosphorous, total",mg/L,9,2001,0.07,0.02,0.1,North Shore Channel,-9761286.946422856,5170628.6171330195
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,"Phosphorous, total",mg/L,10,2001,0.63,0.25,1.21,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,"Phosphorous, total",mg/L,10,2001,1.42,0.57,2.56,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
34,Dempster Street,North Branch Chicago River at Dempster Street,"Phosphorous, total",mg/L,10,2001,0.66,0.35,0.93,North Branch Chicago River,-9772519.197048591,5167261.607014383
18,Devon Avenue,Salt Creek at Devon Avenue,"Phosphorous, total",mg/L,10,2001,1.92,0.63,3.99,Salt Creek,-9795587.075606022,5159923.790866642
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,"Phosphorous, total",mg/L,10,2001,0.91,0.61,1.18,North Branch Chicago River,-9760793.273420712,5150867.342273781
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,"Phosphorous, total",mg/L,5,2001,1.1,0.63,1.44,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
77,Elmhurst Road,Higgins Creek at Elmhurst Road,"Phosphorous, total",mg/L,9,2001,0.11,0.04,0.15,Higgins Creek,-9789503.463971145,5164194.269628853
49,Ewing Avenue,Calumet River at Ewing Avenue,"Phosphorous, total",mg/L,10,2001,0.08,0.02,0.13,Calumet River,-9745075.86152176,5120263.120285954
101,Foster Avenue,North Shore Channel at Foster Avenue,"Phosphorous, total",mg/L,10,2001,1.41,0.86,1.9,North Shore Channel,-9763248.504184216,5157380.484896455
105,Frontage Road,Skokie River at Frontage Road,"Phosphorous, total",mg/L,10,2001,0.93,0.41,1.3,Skokie River,-9769467.187323028,5174142.560835846
104,Glenview Road,North Branch Chicago River at Glenview Road,"Phosphorous, total",mg/L,10,2001,0.84,0.34,1.24,North Branch Chicago River,-9770990.71844705,5171319.185344051
103,Golf Road,West Fork North Branch Chicago River at Golf Road,"Phosphorous, total",mg/L,10,2001,0.66,0.4,1.15,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
46,Grand Avenue,North Branch Chicago River at Grand Avenue,"Phosphorous, total",mg/L,10,2001,0.83,0.31,1.22,North Branch Chicago River,-9756156.248665709,5144758.297382973
76,Halsted Street,Little Calumet River at Halsted Street,"Phosphorous, total",mg/L,10,2001,1.27,0.18,2.46,Little Calumet River,-9756147.689317683,5109826.122291395
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,"Phosphorous, total",mg/L,10,2001,1.08,0.64,1.67,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
79,Higgins Road,Salt Creek at Higgins Road,"Phosphorous, total",mg/L,10,2001,0.11,0.05,0.17,Salt Creek,-9797375.60963822,5165675.359292448
56,Indiana Avenue,Little Calumet River at Indiana Avenue,"Phosphorous, total",mg/L,8,2001,0.55,0.09,1.57,Little Calumet River,-9753472.181457821,5108772.571885121
54,Joe Orr Road,Thorn Creek at Joe Orr Road,"Phosphorous, total",mg/L,10,2001,5.2,2.24,7.86,Thorn Creek,-9754419.852949658,5089457.720876058
74,Lake Shore Drive,Chicago River at Lake Shore Drive,"Phosphorous, total",mg/L,10,2001,0.25,0.01,0.6,Chicago River,-9753112.184339533,5144283.186382862
64,Lake Street,West Branch Du Page River at Lake Street,"Phosphorous, total",mg/L,10,2001,1.96,0.73,3.23,West Branch Du Page River,-9810939.89297938,5157781.364521299
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2001,0.14,0.05,0.24,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2001,0.15,0.08,0.3,Skokie River,-9773171.65434657,5183881.030230567
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,"Phosphorous, total",mg/L,9,2001,0.09,0.03,0.22,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2001,0.89,0.26,1.92,Des Plaines River,-9786103.272410415,5183885.200209065
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Phosphorous, total",mg/L,45,2001,1.04,0.44,1.89,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
108,Loomis Street,South Branch Chicago River at Loomis Street,"Phosphorous, total",mg/L,9,2001,0.57,0.28,1.04,South Branch Chicago River,-9758326.630046986,5137947.951214144
39,Madison Street,South Branch Chicago River at Madison Street,"Phosphorous, total",mg/L,10,2001,0.6,0.24,0.93,South Branch Chicago River,-9755836.894673718,5143332.001117509
91,Material Service Road,Des Plaines River at Material Service Road,"Phosphorous, total",mg/L,45,2001,0.71,0.24,1.61,Des Plaines River,-9803757.593335949,5100729.017568359
102,Oakton Street,North Shore Channel at Oakton Street,"Phosphorous, total",mg/L,10,2001,0.23,0.05,1,North Shore Channel,-9763838.713194087,5164984.791142569
17,Oakton Street,Des Plaines River at Oakton Street,"Phosphorous, total",mg/L,10,2001,0.73,0.26,1.62,Des Plaines River,-9782189.77125312,5164756.208222484
22,Ogden Avenue,Des Plaines River at Ogden Avenue,"Phosphorous, total",mg/L,10,2001,0.67,0.35,1.14,Des Plaines River,-9775033.160497827,5134155.08934849
20,Roosevelt Road,Des Plaines River at Roosevelt Road,"Phosphorous, total",mg/L,10,2001,0.57,0.27,1.05,Des Plaines River,-9776892.815460142,5140724.864266957
90,Route 19,Poplar Creek at Route 19,"Phosphorous, total",mg/L,10,2001,0.07,0.01,0.18,Poplar Creek,-9823047.74711789,5165577.94301833
43,Route 83,Calumet-Sag Channel at Route 83,"Phosphorous, total",mg/L,10,2001,1.74,1.11,3.18,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,"Phosphorous, total",mg/L,10,2001,0.8,0.5,1.11,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,"Phosphorous, total",mg/L,10,2001,1.13,0.59,1.48,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
29,Stephen Street,Des Plaines River at Stephen Street,"Phosphorous, total",mg/L,10,2001,0.67,0.38,0.97,Des Plaines River,-9796385.089554068,5113414.579669373
36,Touhy Avenue,North Shore Channel at Touhy Avenue,"Phosphorous, total",mg/L,10,2001,1.37,0.92,1.92,North Shore Channel,-9763880.193364626,5162772.158302309
89,Walnut Street,West Branch Du Page River at Walnut Street,"Phosphorous, total",mg/L,10,2001,2.52,1.77,3.53,West Branch Du Page River,-9811290.549648687,5160344.011074602
100,Wells Street,Chicago River at Wells Street,"Phosphorous, total",mg/L,7,2001,0.39,0.01,0.78,Chicago River,-9755339.676982595,5144145.544547021
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,"Phosphorous, total",mg/L,10,2001,0.51,0.34,0.79,Little Calumet River,-9743762.861862704,5099049.677060608
78,Wille Road,Higgins Creek at Wille Road,"Phosphorous, total",mg/L,10,2001,0.56,0.26,1.01,Higgins Creek,-9789066.534741784,5163778.873133089
23,Willow Springs Road,Des Plaines River at Willow Springs Road,"Phosphorous, total",mg/L,10,2001,0.62,0.36,1.01,Des Plaines River,-9782918.22214516,5121485.94585754
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,"Phosphorous, total",mg/L,10,2001,1.29,0.82,1.77,North Branch Chicago River,-9762427.895694703,5155720.021993471
24,Wolf Road,Salt Creek at Wolf Road,"Phosphorous, total",mg/L,10,2001,1.26,0.55,2.5,Salt Creek,-9785016.345950183,5134927.534095098
